Date of Joining,Gender,Job Division,WFH Setup Available,Designation Grade,Resource Allocation,Mental Fatigue Score,Burn Rate
07-09-2008,Female,Service,Yes,3,6,4.6,0.39
26-02-2008,Female,Service,No,2,3,5.9,0.42
10-11-2008,Female,Product,Yes,1,1,4.4,0.23
15-07-2008,Female,Service,Yes,1,2,4.7,0.29
12-10-2008,Female,Service,No,2,5,7.6,0.57
04-11-2008,Female,Product,No,3,5,6.2,0.59
16-04-2008,Female,Service,No,0,2,,0.12
23-03-2008,Female,Service,No,1,1,3.8,0.21
12-03-2008,Female,Service,No,3,5,5.4,0.39
25-10-2008,Male,Service,Yes,3,5,7.6,0.6
10-05-2008,Male,Service,Yes,2,4,4,0.35
15-04-2008,Female,Service,No,3,6,7.1,0.68
02-09-2008,Female,Product,No,4,8,8.1,0.71
04-03-2008,Male,Product,No,1,1,5,0.28
31-03-2008,Female,Service,No,2,4,7.2,0.66
07-06-2008,Female,Service,Yes,3,5,4.6,0.39
13-05-2008,Female,Product,Yes,1,2,3.4,0.23
30-09-2008,Male,Service,Yes,2,5,6.6,0.59
18-06-2008,Female,Service,No,1,1,,0.13
31-05-2008,Female,Product,No,3,6,6.6,
31-08-2008,Female,Service,No,2,6,6.6,0.66
05-12-2008,Female,Service,No,3,6,7.5,0.58
21-11-2008,Male,Service,Yes,0,1,0.1,0
31-08-2008,Female,Service,Yes,2,2,4.3,0.27
28-10-2008,Female,Product,Yes,2,3,3.3,0.23
24-05-2008,Male,Service,No,3,6,8.1,0.63
06-08-2008,Male,Service,Yes,1,4,6.1,0.46
10-01-2008,Male,Service,Yes,2,3,6.9,0.49
25-05-2008,Female,Product,Yes,0,2,4.1,0.18
30-01-2008,Male,Product,Yes,0,1,3.5,0.25
18-06-2008,Male,Service,No,1,3,5.1,0.26
28-05-2008,Male,Product,No,3,7,7.3,0.6
13-04-2008,Female,Service,No,3,5,6.8,
04-06-2008,Female,Service,Yes,1,2,3.2,0.27
16-10-2008,Female,Service,Yes,4,9,10,0.97
21-07-2008,Female,Service,Yes,3,5,5.1,0.44
16-08-2008,Female,Product,No,2,4,5.2,0.38
12-10-2008,Female,Service,Yes,1,4,5.1,0.32
04-05-2008,Male,Service,No,3,4,4.9,0.34
22-02-2008,Female,Service,Yes,2,4,6.4,0.45
03-07-2008,Female,Service,Yes,1,3,2.8,0.17
19-07-2008,Female,Service,Yes,1,3,3.6,0.19
20-08-2008,Female,Service,Yes,2,,5.2,0.38
22-11-2008,Female,Service,Yes,3,5,6.1,0.38
24-01-2008,Female,Product,Yes,1,3,4.9,0.38
10-03-2008,Male,Service,Yes,3,7,8.4,0.7
18-09-2008,Male,Product,Yes,1,3,3.6,0.18
13-11-2008,Male,Service,Yes,2,2,5,0.27
16-03-2008,Female,Service,No,2,5,6.8,0.53
24-05-2008,Male,Product,No,1,3,5.7,0.34
30-01-2008,Female,Product,No,1,1,3.8,0.28
10-02-2008,Female,Service,No,2,3,5.7,0.39
14-03-2008,Female,Product,No,4,8,8.2,0.74
29-12-2008,Male,Product,Yes,3,7,8.6,0.7
17-10-2008,Male,Service,No,4,8,6.6,0.53
29-04-2008,Female,Service,No,1,3,6.5,0.46
31-05-2008,Female,Service,Yes,2,3,3.4,0.15
05-11-2008,Female,Service,Yes,3,5,5.4,0.3
06-11-2008,Female,Product,Yes,2,3,,0.19
13-03-2008,Male,Service,Yes,3,8,10,1
03-02-2008,Male,Product,No,3,5,6.7,0.54
08-12-2008,Female,Service,No,3,7,6.1,0.53
26-09-2008,Female,Service,No,3,5,5.7,0.47
15-09-2008,Female,Service,Yes,2,,6.9,0.49
19-04-2008,Male,Service,Yes,2,,6.7,0.52
16-03-2008,Female,Service,No,4,7,,0.77
24-11-2008,Male,Product,Yes,2,3,5.1,
14-06-2008,Female,Service,Yes,1,2,5.6,0.39
02-06-2008,Female,Service,Yes,1,2,5.1,0.41
14-09-2008,Female,Service,No,2,3,3.5,0.29
08-09-2008,Female,Product,Yes,1,2,6.2,0.47
04-06-2008,Male,Service,No,3,7,7.8,0.6
09-10-2008,Male,Product,No,2,4,3.9,0.26
01-02-2008,Male,Service,Yes,3,6,4.9,
21-06-2008,Male,Service,No,1,1,3.9,0.21
04-09-2008,Female,Service,Yes,3,4,5.3,0.46
26-12-2008,Male,Service,No,2,4,6.3,0.55
04-03-2008,Male,Product,No,3,5,5.7,
13-07-2008,Male,Product,No,3,6,5.8,0.52
09-10-2008,Male,Service,No,3,7,7.7,0.71
22-04-2008,Female,Product,Yes,2,2,1.7,0.08
14-02-2008,Male,Product,Yes,3,6,7.4,0.55
14-11-2008,Male,Service,Yes,2,3,,0.48
27-12-2008,Male,Service,Yes,2,4,4.7,0.34
07-06-2008,Female,Service,No,0,,0.5,0
20-12-2008,Female,Service,No,2,2,2.9,
26-03-2008,Female,Product,No,3,7,6.8,0.51
16-05-2008,Female,Service,No,2,5,6.5,0.57
30-09-2008,Male,Service,No,2,3,3.5,0.27
15-11-2008,Male,Product,No,1,4,6.3,0.5
14-03-2008,Male,Product,No,3,7,,0.67
01-03-2008,Male,Service,No,2,6,6.9,0.53
28-09-2008,Female,Service,No,2,4,6.7,0.45
18-09-2008,Female,Service,Yes,0,1,0,0
10-05-2008,Female,Service,No,3,5,5.7,0.48
07-05-2008,Female,Product,Yes,2,2,,0.21
27-10-2008,Female,Product,Yes,1,3,3,0.19
30-10-2008,Male,Service,Yes,2,3,5.8,0.46
10-02-2008,Female,Service,Yes,1,2,4.9,0.3
11-01-2008,Female,Service,No,1,3,3.3,0.26
15-11-2008,Female,Product,Yes,2,3,2,0.16
12-12-2008,Female,Service,No,2,5,7.2,0.51
05-12-2008,Female,Product,Yes,2,5,7.2,0.58
18-12-2008,Female,Service,Yes,0,2,2.4,0.11
09-04-2008,Female,Product,Yes,3,5,4.6,0.31
14-12-2008,Female,Service,Yes,3,7,6.1,0.52
21-05-2008,Male,Service,Yes,2,4,,
05-10-2008,Male,Service,No,2,5,5.8,0.56
24-06-2008,Female,Product,Yes,0,1,0.7,0
14-11-2008,Female,Service,Yes,0,1,2.4,0.19
07-05-2008,Male,Product,No,2,5,6.7,0.51
06-11-2008,Female,Service,No,2,5,7.2,0.72
05-06-2008,Male,Service,No,2,5,7.1,0.56
04-01-2008,Male,Service,Yes,1,2,2.8,0.2
11-02-2008,Female,Product,No,2,5,7.2,0.56
25-06-2008,Female,Product,Yes,3,5,4.4,0.39
25-11-2008,Male,Product,Yes,1,3,6.1,0.37
30-06-2008,Male,Service,No,3,6,8,0.64
21-07-2008,Female,Product,No,3,5,6.1,0.49
04-04-2008,Male,Service,No,1,4,5.9,0.57
21-06-2008,Male,Service,Yes,3,5,6.2,0.54
23-02-2008,Female,Service,No,3,6,7.9,0.67
03-07-2008,Female,Service,Yes,3,5,7.2,0.69
23-07-2008,Male,Service,No,4,9,10,0.98
31-08-2008,Male,Service,Yes,4,7,,0.6
01-04-2008,Female,Service,No,1,1,3.9,0.26
18-02-2008,Male,Product,No,3,5,5.3,0.44
06-04-2008,Male,Service,Yes,3,,6.5,
15-10-2008,Female,Product,No,1,3,6.7,0.46
03-10-2008,Female,Service,Yes,4,8,8.1,0.76
26-09-2008,Male,Service,No,2,3,3.6,0.27
06-11-2008,Female,Service,Yes,1,3,5.4,0.35
06-09-2008,Male,Product,No,3,4,6,0.48
25-10-2008,Female,Product,Yes,0,1,1.5,0.1
17-10-2008,Male,Service,No,4,6,6.5,0.54
31-12-2008,Male,Product,Yes,4,6,6.7,0.61
22-03-2008,Male,Service,Yes,3,6,7.1,0.63
26-04-2008,Male,Product,Yes,2,5,7.2,0.66
29-05-2008,Male,Service,Yes,2,4,6.2,0.4
12-03-2008,Female,Service,Yes,2,3,5.4,0.46
24-01-2008,Male,Service,No,0,1,1.4,0.11
09-10-2008,Female,Service,Yes,3,6,5.4,0.51
25-03-2008,Female,Service,Yes,2,2,3.4,0.25
11-11-2008,Male,Service,Yes,3,6,5.9,0.5
27-08-2008,Male,Service,Yes,3,,6.3,0.43
22-04-2008,Male,Service,Yes,1,2,,0.16
10-03-2008,Female,Service,Yes,2,3,4.1,0.19
20-04-2008,Female,Service,Yes,1,3,3.1,0.13
30-06-2008,Male,Product,Yes,2,5,5.8,0.37
02-08-2008,Female,Product,Yes,3,7,,0.77
17-01-2008,Male,Product,Yes,1,4,6,0.38
13-08-2008,Male,Service,Yes,3,6,7,0.58
28-06-2008,Male,Service,No,3,6,8.6,0.68
04-07-2008,Male,Product,No,3,7,,0.55
14-09-2008,Female,Product,No,1,2,4.5,0.39
15-03-2008,Female,Product,No,2,6,,0.54
02-12-2008,Male,Product,No,4,6,,
09-09-2008,Male,Service,No,1,3,3.5,0.16
14-09-2008,Female,Product,No,2,5,7.3,
27-10-2008,Female,Product,No,2,3,5.9,0.44
28-10-2008,Male,Service,No,4,9,9.9,0.89
15-08-2008,Female,Product,No,4,7,8.3,0.77
19-05-2008,Male,Service,Yes,3,5,6.9,0.52
13-02-2008,Female,Service,Yes,3,5,6,0.41
11-10-2008,Male,Service,Yes,1,4,6.2,0.53
07-07-2008,Female,Service,Yes,1,2,5.4,0.49
12-07-2008,Male,Product,No,4,7,7.6,0.56
20-09-2008,Female,Product,No,3,8,,0.7
30-09-2008,Male,Product,Yes,2,5,7.8,0.59
04-08-2008,Female,Service,Yes,1,3,5.6,0.47
18-01-2008,Male,Service,Yes,2,6,6.5,0.55
06-09-2008,Male,Product,Yes,1,2,5.9,0.43
24-04-2008,Female,Service,Yes,0,1,3,0.15
22-06-2008,Male,Service,No,3,5,6.2,0.6
22-06-2008,Female,Product,No,3,6,6.9,0.5
02-08-2008,Female,Product,Yes,3,5,5.2,0.29
23-12-2008,Male,Service,Yes,2,4,5.2,0.45
16-04-2008,Female,Product,No,2,3,6.4,0.49
26-05-2008,Female,Service,Yes,0,1,,0.14
30-03-2008,Female,Product,No,2,4,5,0.29
13-08-2008,Male,Service,No,1,3,4.9,0.38
19-12-2008,Female,Product,No,0,1,0.4,0.02
14-12-2008,Male,Service,Yes,3,5,7.1,0.6
30-10-2008,Female,Service,No,3,7,7.6,0.69
16-02-2008,Female,Product,Yes,3,6,7.5,0.53
13-09-2008,Male,Service,Yes,3,7,8,0.6
25-05-2008,Male,Service,Yes,1,4,,
03-09-2008,Female,Service,Yes,2,3,2.9,0.17
20-06-2008,Female,Product,Yes,3,5,5,0.44
27-10-2008,Female,Product,No,1,2,2,0.16
28-07-2008,Male,Product,Yes,3,6,5,0.34
09-08-2008,Female,Service,No,1,2,4.3,0.33
22-06-2008,Female,Service,No,5,9,9,0.79
30-11-2008,Male,Service,No,3,6,6.7,0.57
11-09-2008,Male,Product,Yes,3,7,6.5,0.58
26-01-2008,Male,Product,No,4,,8.2,0.67
20-11-2008,Female,Service,Yes,3,5,7.1,
08-09-2008,Male,Service,Yes,3,4,5.3,0.43
24-11-2008,Male,Service,No,3,4,6.3,
12-11-2008,Female,Service,Yes,0,1,2.1,
25-11-2008,Male,Service,No,5,9,9.5,0.9
09-03-2008,Male,Service,No,2,4,5.5,0.31
08-01-2008,Male,Product,No,2,6,7.6,0.68
30-03-2008,Female,Product,Yes,2,5,6,0.48
25-10-2008,Male,Product,Yes,2,4,6,0.38
09-07-2008,Male,Service,Yes,2,3,5.1,0.45
13-08-2008,Female,Product,Yes,1,2,5.8,0.44
03-10-2008,Male,Service,Yes,3,7,7.1,0.57
28-09-2008,Male,Service,No,3,6,6.9,0.57
06-06-2008,Male,Product,Yes,4,8,8.8,0.72
29-07-2008,Female,Service,No,2,5,6.7,0.51
20-06-2008,Male,Service,Yes,2,5,6,0.38
13-07-2008,Female,Service,No,1,2,3.2,0.27
21-01-2008,Female,Product,No,3,6,7.3,0.56
09-01-2008,Male,Service,No,4,9,10,0.9
21-09-2008,Male,Service,Yes,1,2,3.8,0.3
31-05-2008,Female,Service,Yes,3,5,5.7,0.34
06-05-2008,Male,Service,No,1,5,6.5,0.51
25-06-2008,Male,Product,Yes,0,1,3.7,0.16
06-04-2008,Female,Service,No,2,4,4.7,0.36
03-08-2008,Male,Service,No,3,5,7.6,0.56
31-07-2008,Female,Product,No,2,4,5.7,0.38
22-07-2008,Female,Service,Yes,2,2,2.9,0.22
16-11-2008,Male,Service,Yes,1,,2.9,0.18
27-06-2008,Female,Service,Yes,0,1,3.3,0.15
06-05-2008,Male,Service,No,2,4,5.7,0.5
15-07-2008,Male,Service,Yes,0,2,4.2,0.27
25-04-2008,Female,Service,Yes,2,4,5.2,0.38
17-02-2008,Male,Service,Yes,2,4,6.2,0.51
21-07-2008,Male,Service,Yes,3,,6.7,0.62
28-04-2008,Male,Service,No,3,6,7.4,0.55
29-07-2008,Male,Product,Yes,1,1,3.3,0.26
13-09-2008,Male,Product,Yes,3,7,7.8,0.68
30-01-2008,Male,Product,No,3,5,,
19-10-2008,Male,Service,Yes,2,6,7,0.65
10-03-2008,Female,Product,Yes,2,5,5.9,0.35
03-08-2008,Male,Service,No,3,6,5.5,0.52
03-02-2008,Male,Service,No,5,10,10,1
12-06-2008,Male,Service,Yes,1,3,4.4,0.33
11-10-2008,Male,Product,No,2,5,7.7,0.57
15-06-2008,Male,Product,Yes,1,1,0.5,0.05
02-07-2008,Female,Product,Yes,0,1,3.8,0.16
28-03-2008,Female,Service,Yes,3,6,7.1,0.56
03-09-2008,Male,Service,No,2,4,6.5,0.58
27-02-2008,Male,Service,No,2,3,5.4,0.38
09-02-2008,Male,Service,Yes,2,3,5.2,0.4
25-04-2008,Male,Product,No,2,5,6.7,0.52
10-10-2008,Female,Product,Yes,2,6,5.7,0.53
20-09-2008,Male,Service,Yes,2,5,8.6,0.69
13-03-2008,Male,Product,Yes,2,3,,0.28
19-02-2008,Female,Product,No,3,6,6.3,0.61
23-12-2008,Female,Service,No,2,5,5.8,0.53
20-09-2008,Male,Service,No,3,7,8.4,0.68
28-04-2008,Male,Product,Yes,3,6,4.8,0.31
29-08-2008,Female,Product,Yes,2,4,4.4,0.4
04-08-2008,Male,Service,Yes,2,5,5.2,0.42
23-10-2008,Male,Product,Yes,5,8,9.5,0.82
23-02-2008,Male,Product,Yes,2,4,5.6,0.37
18-02-2008,Female,Service,Yes,3,5,5.6,0.32
30-06-2008,Male,Service,Yes,4,7,7.4,0.56
14-12-2008,Male,Service,No,2,4,3.9,0.26
03-10-2008,Male,Service,No,1,4,5.8,0.54
12-03-2008,Female,Product,Yes,2,6,6.9,0.57
07-03-2008,Female,Service,No,2,5,6.3,0.51
12-07-2008,Female,Service,Yes,3,5,5,0.44
28-07-2008,Female,Service,No,2,5,6,0.54
21-04-2008,Male,Service,No,3,7,6.2,0.57
08-05-2008,Female,Product,No,3,,8,0.68
20-03-2008,Female,Service,Yes,1,3,5.8,0.47
20-07-2008,Female,Service,Yes,2,3,,0.14
22-09-2008,Male,Service,Yes,2,2,,0.24
14-07-2008,Female,Product,No,2,5,7.3,0.57
23-09-2008,Female,Service,No,0,2,4,0.23
05-06-2008,Female,Product,No,2,4,6.4,0.57
27-04-2008,Male,Service,No,3,6,,0.54
10-11-2008,Female,Product,Yes,1,2,2.5,0.18
06-03-2008,Male,Service,No,2,2,3.3,0.23
08-06-2008,Male,Service,Yes,1,4,4,0.32
17-01-2008,Male,Product,No,2,6,7.8,0.66
10-09-2008,Male,Service,No,3,6,7.4,0.52
03-05-2008,Male,Product,Yes,3,6,8.5,0.66
07-08-2008,Female,Service,No,1,4,4.8,0.36
29-10-2008,Female,Service,No,1,4,7.3,0.55
21-05-2008,Male,Service,No,4,7,7.3,0.62
07-05-2008,Female,Service,No,3,6,5.4,0.49
27-04-2008,Female,Product,Yes,4,6,7.1,0.63
07-06-2008,Female,Service,No,4,8,7.4,0.71
27-07-2008,Male,Service,No,2,5,4.6,0.32
13-04-2008,Female,Service,No,2,5,7.6,0.69
21-09-2008,Male,Service,No,0,1,4,0.21
19-06-2008,Male,Service,Yes,2,4,5.5,0.33
21-11-2008,Male,Service,No,0,,,0.29
14-12-2008,Female,Service,Yes,3,4,5.3,0.42
18-11-2008,Male,Product,No,3,6,6.8,0.62
28-10-2008,Female,Product,Yes,2,2,4.3,0.26
29-05-2008,Male,Product,Yes,4,6,5.4,
18-09-2008,Female,Service,Yes,2,4,6.9,0.66
28-10-2008,Female,Service,Yes,1,2,4.2,0.36
30-04-2008,Female,Service,No,1,3,3.5,0.2
20-08-2008,Male,Service,No,4,8,8.5,0.85
23-02-2008,Female,Product,No,3,5,7.1,0.53
23-12-2008,Male,Product,Yes,1,,4.8,0.24
01-09-2008,Female,Service,No,2,5,6.8,0.61
12-12-2008,Female,Product,Yes,1,2,4.3,0.31
19-10-2008,Female,Service,Yes,1,4,5.4,0.43
06-12-2008,Male,Product,Yes,0,1,,0.25
14-08-2008,Male,Product,No,4,7,,0.58
22-11-2008,Male,Service,Yes,1,2,6.3,0.41
11-08-2008,Female,Service,Yes,3,5,6.6,0.44
05-04-2008,Female,Product,Yes,1,1,3.1,0.25
11-06-2008,Female,Service,No,2,4,7.6,0.57
16-08-2008,Female,Service,No,2,,5.6,0.37
10-04-2008,Female,Service,Yes,3,5,5.9,0.42
18-07-2008,Female,Service,Yes,1,3,2.7,
02-09-2008,Male,Service,No,3,5,7.6,0.6
26-11-2008,Male,Service,Yes,0,1,0,0
16-06-2008,Female,Service,No,2,4,4.7,0.36
20-02-2008,Female,Service,No,4,8,8.9,0.84
13-02-2008,Male,Service,No,3,5,7.1,0.52
07-11-2008,Female,Service,Yes,2,4,3.7,0.25
03-11-2008,Male,Product,Yes,0,2,,0.31
20-11-2008,Female,Service,Yes,2,5,,0.55
30-04-2008,Male,Service,No,3,4,6.4,0.44
30-08-2008,Female,Service,Yes,1,3,5.9,0.34
10-09-2008,Female,Service,Yes,0,2,3,0.24
15-07-2008,Female,Product,Yes,1,4,4.6,0.3
08-06-2008,Male,Service,No,2,5,6.5,0.42
17-09-2008,Male,Service,No,4,7,6.7,0.64
08-10-2008,Female,Product,No,2,3,2.6,0.21
05-04-2008,Female,Service,No,4,7,,0.71
16-01-2008,Female,Service,No,1,3,4.7,0.35
17-11-2008,Female,Service,Yes,3,3,4.2,0.28
29-05-2008,Male,Service,No,3,6,4.9,0.44
03-06-2008,Male,Service,No,2,5,6,0.54
28-06-2008,Female,Service,No,2,5,7,0.59
26-08-2008,Female,Product,Yes,2,4,4.8,0.31
16-07-2008,Female,Service,Yes,1,3,4.8,0.43
22-11-2008,Male,Service,Yes,1,2,4.7,0.39
03-03-2008,Male,Service,Yes,2,4,3.6,0.28
28-01-2008,Male,Product,No,4,,,0.59
01-07-2008,Female,Service,Yes,1,3,4.4,0.29
05-05-2008,Female,Product,No,1,3,7,0.53
09-01-2008,Female,Product,No,3,4,5.9,0.48
15-01-2008,Female,Service,Yes,2,4,5,0.38
22-09-2008,Female,Service,No,3,,5.9,0.5
30-03-2008,Female,Product,Yes,1,3,2.5,
25-07-2008,Female,Product,No,2,4,6,0.51
04-08-2008,Male,Product,Yes,2,3,5.7,0.39
14-06-2008,Male,Service,Yes,4,7,,0.65
26-05-2008,Female,Product,Yes,2,2,2.9,0.09
11-04-2008,Female,Product,Yes,1,3,4.4,0.32
17-02-2008,Male,Product,Yes,0,1,4.6,0.22
25-02-2008,Female,Service,Yes,2,4,5.9,0.34
16-04-2008,Male,Service,No,3,5,5.3,0.45
13-08-2008,Female,Service,No,3,8,9,0.73
31-10-2008,Male,Service,No,0,2,2.1,0.13
19-05-2008,Female,Service,Yes,3,6,7.3,0.55
10-06-2008,Female,Service,Yes,4,9,9.4,1
24-08-2008,Male,Service,No,3,7,5.7,0.54
03-07-2008,Male,Service,Yes,2,4,7.7,
08-10-2008,Male,Service,Yes,2,4,8.3,0.63
01-08-2008,Female,Service,No,2,3,4.9,0.35
08-03-2008,Female,Service,No,2,4,7.4,0.53
15-04-2008,Male,Service,No,2,5,5.3,0.38
21-03-2008,Female,Service,Yes,0,1,0.9,0.03
24-01-2008,Female,Product,No,3,5,4.6,0.4
27-03-2008,Female,Service,Yes,2,4,7,0.5
05-07-2008,Male,Service,Yes,1,3,6.3,0.41
01-03-2008,Female,Service,No,3,5,6.7,0.58
05-08-2008,Female,Product,No,2,5,6.5,0.49
26-02-2008,Male,Service,No,3,7,7.7,0.8
16-10-2008,Male,Service,Yes,0,2,2.7,0.2
21-04-2008,Male,Service,No,4,7,7.9,0.66
05-12-2008,Male,Product,Yes,3,5,,0.51
01-01-2008,Female,Service,Yes,2,2,3.5,
21-05-2008,Male,Service,No,1,3,4,0.18
05-01-2008,Female,Service,Yes,1,1,0,0
24-02-2008,Male,Product,No,2,6,7.2,0.52
10-01-2008,Male,Service,Yes,1,2,3,0.24
01-01-2008,Female,Service,Yes,0,2,1.7,0.11
22-07-2008,Female,Product,Yes,0,2,4.4,0.33
03-12-2008,Male,Service,No,0,1,3.6,0.28
15-08-2008,Female,Service,Yes,2,6,9,0.72
15-04-2008,Female,Service,Yes,2,5,,0.43
25-09-2008,Female,Service,Yes,3,4,6.5,0.42
13-08-2008,Female,Service,Yes,0,2,2.9,0.23
15-03-2008,Female,Service,No,1,2,,0.23
18-05-2008,Female,Service,Yes,0,1,5.3,0.3
05-09-2008,Male,Product,Yes,2,4,5,0.4
29-01-2008,Male,Product,No,3,6,7.1,0.57
04-07-2008,Male,Product,Yes,3,4,6.2,0.42
25-04-2008,Female,Service,Yes,2,4,4.4,0.38
14-06-2008,Female,Service,Yes,1,1,2,0.1
11-10-2008,Male,Service,No,2,4,4.3,0.38
06-02-2008,Male,Product,Yes,2,4,6.6,0.57
22-09-2008,Male,Service,Yes,2,4,7.5,0.57
26-10-2008,Female,Product,Yes,1,3,7.1,
12-07-2008,Male,Service,Yes,3,6,5.4,0.5
07-02-2008,Male,Service,No,4,9,7.7,0.78
08-12-2008,Female,Product,Yes,1,2,,0.27
09-03-2008,Female,Service,No,3,7,8,0.72
31-12-2008,Male,Product,Yes,2,4,6.4,0.5
19-10-2008,Female,Service,Yes,1,3,3.7,0.31
04-04-2008,Female,Service,No,1,3,3.2,0.26
24-09-2008,Female,Product,No,4,,7.1,0.72
12-09-2008,Male,Service,Yes,1,3,4.9,0.37
20-11-2008,Male,Product,Yes,1,3,6.5,0.51
25-09-2008,Male,Service,Yes,3,4,6.1,0.43
20-10-2008,Female,Service,No,3,6,6.4,0.52
01-02-2008,Male,Service,Yes,4,8,7.9,0.69
21-01-2008,Male,Service,Yes,2,4,4.6,0.36
01-01-2008,Male,Service,No,3,7,8.7,0.77
03-04-2008,Male,Service,Yes,2,4,6,0.38
30-11-2008,Female,Service,Yes,2,4,,0.44
06-04-2008,Female,Service,Yes,2,,2.4,0.14
03-09-2008,Female,Product,No,1,3,,0.4
22-08-2008,Male,Service,Yes,2,5,7.3,0.69
07-02-2008,Male,Service,Yes,5,10,9.1,1
25-12-2008,Female,Product,Yes,1,2,5.3,0.31
27-12-2008,Female,Service,Yes,3,5,6.4,0.43
13-02-2008,Male,Product,No,2,4,,0.31
23-05-2008,Female,Service,No,3,6,8.7,0.69
25-05-2008,Male,Product,No,2,5,6.6,0.59
14-03-2008,Male,Service,Yes,2,4,6.4,0.48
20-10-2008,Male,Service,No,3,6,7,0.52
22-02-2008,Female,Product,Yes,4,8,8.3,0.73
03-04-2008,Male,Service,No,4,7,6.6,0.64
07-11-2008,Female,Product,Yes,1,1,1.8,0.09
12-10-2008,Female,Product,Yes,1,3,4.8,0.3
15-05-2008,Male,Service,No,3,6,8,0.68
15-07-2008,Female,Service,Yes,1,,3.9,0.28
31-01-2008,Male,Service,No,2,3,5.1,0.38
05-11-2008,Female,Service,No,2,7,8.8,0.75
29-04-2008,Male,Service,Yes,1,3,6.2,0.38
25-09-2008,Male,Service,Yes,0,1,3.3,0.24
06-11-2008,Female,Service,No,4,8,7.3,0.53
17-05-2008,Male,Product,Yes,1,1,3.3,0.24
06-05-2008,Male,Product,No,2,4,6.6,0.5
20-02-2008,Female,Service,Yes,4,9,10,0.94
05-02-2008,Female,Service,No,3,6,6.7,0.54
04-06-2008,Female,Service,Yes,1,4,5.1,0.41
15-10-2008,Male,Service,Yes,2,3,3.9,0.33
28-05-2008,Male,Product,Yes,2,5,7,0.58
03-03-2008,Female,Product,No,3,6,6.5,0.53
29-08-2008,Male,Service,Yes,4,,8.7,0.8
04-02-2008,Male,Service,No,2,5,6.2,0.51
29-03-2008,Male,Service,Yes,2,3,5.1,0.32
03-12-2008,Male,Service,Yes,1,1,,0.26
25-03-2008,Male,Service,Yes,1,1,3.7,0.16
13-05-2008,Male,Product,Yes,2,5,6.8,0.61
24-08-2008,Male,Service,Yes,2,3,4.9,0.44
01-12-2008,Female,Service,Yes,2,4,4.6,0.39
14-12-2008,Male,Product,No,3,5,7.5,0.68
22-07-2008,Male,Product,Yes,2,6,7.4,0.52
25-09-2008,Male,Product,Yes,0,1,1.4,0.01
23-09-2008,Female,Service,No,1,1,2.5,0.11
09-02-2008,Female,Service,Yes,1,1,2,0.06
14-09-2008,Female,Product,Yes,3,4,4.5,0.38
23-07-2008,Female,Service,No,1,2,6.4,0.43
05-02-2008,Female,Service,Yes,1,3,4.3,0.37
19-06-2008,Male,Product,Yes,3,6,7.7,0.6
07-11-2008,Female,Service,Yes,3,5,5.2,0.3
27-07-2008,Male,Service,Yes,2,2,4.3,0.28
05-09-2008,Female,Service,No,2,5,8.2,0.63
31-05-2008,Male,Service,No,4,8,,0.67
04-02-2008,Male,Service,No,2,5,6.6,0.59
06-06-2008,Male,Product,No,2,6,,0.56
22-06-2008,Female,Service,No,1,2,3.5,0.18
19-06-2008,Female,Service,No,0,1,3.9,0.22
24-01-2008,Female,Service,No,2,4,7.2,0.5
25-08-2008,Male,Service,Yes,3,6,4.8,0.39
24-06-2008,Male,Service,No,3,6,8.8,0.69
19-09-2008,Male,Service,No,1,3,4.7,0.41
01-12-2008,Male,Product,Yes,4,9,8,0.72
05-11-2008,Female,Product,Yes,3,4,4.7,0.34
19-02-2008,Female,Service,Yes,2,4,6.6,0.49
09-12-2008,Female,Service,No,2,3,4.5,0.26
20-02-2008,Male,Product,Yes,2,5,4.9,0.43
05-02-2008,Female,Service,Yes,2,,6.7,0.59
30-03-2008,Female,Service,Yes,0,,2.3,0.16
10-08-2008,Male,Service,No,3,5,6.8,0.61
26-06-2008,Male,Product,No,1,3,5.6,0.4
13-12-2008,Female,Product,No,4,6,8.6,0.66
04-10-2008,Female,Service,Yes,0,1,,0
09-10-2008,Female,Service,No,3,6,,0.62
30-04-2008,Male,Service,Yes,1,4,4.4,0.3
08-04-2008,Male,Service,No,3,5,6.7,0.61
04-06-2008,Female,Product,Yes,3,5,4.9,0.42
17-04-2008,Female,Product,No,2,4,7,0.56
08-11-2008,Male,Service,No,0,1,2.6,0.15
05-05-2008,Female,Service,Yes,4,9,8.8,0.71
19-03-2008,Female,Product,No,1,2,2.6,0.17
10-09-2008,Female,Service,Yes,0,1,,0.11
14-08-2008,Female,Service,No,3,7,6.4,0.55
12-04-2008,Male,Service,Yes,2,,4.8,0.41
22-01-2008,Male,Service,No,5,8,8.1,0.79
29-04-2008,Female,Service,Yes,2,5,6.6,0.63
06-05-2008,Male,Service,Yes,2,3,3.8,0.18
05-06-2008,Female,Service,Yes,3,5,4.5,0.38
26-05-2008,Male,Service,No,2,3,4.3,0.26
03-01-2008,Male,Service,Yes,3,6,5.2,0.33
25-12-2008,Female,Product,Yes,2,3,6.7,0.44
23-07-2008,Male,Product,No,3,6,6.4,0.53
05-05-2008,Male,Service,Yes,0,1,1.3,0.07
04-03-2008,Male,Service,No,4,7,5.6,0.51
14-06-2008,Female,Product,No,2,4,6.7,0.59
12-06-2008,Male,Product,No,3,5,5.5,0.44
20-02-2008,Female,Service,Yes,1,3,6.2,0.39
